Series,Episode,Baker,Signature Bake,Show Stopper,Baker Name,technical,result,Baker Age,Baker Occupation,Hometown
6,9,Flora,Passion Fruit and Chocolate Tart,Cocoa Carousel,Flora Shedden,1,OUT,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,9,Ian,Chocolate and Bay Tart,Chocolate Well,Ian Cumming,3,IN,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,9,Nadiya,Peanut Salted Caramel and Chocolate Tart,Peacock in Nan's Door,Nadiya Hussain,4,STAR BAKER,30,Full-time mother,Leeds / Luton
6,9,Tamal,Chocolate New York Pie,Chocolate Bell Tower,Tamal Ray,2,IN,29,Trainee anaesthetist,Manchester
6,10,Ian,Elderflower and Lemon & Spiced Buns,Colossal Curvy Carrot Cake,Ian Cumming,2,Runner-up,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,10,Nadiya,Cardamom and Almond Buns & Nutmeg and Sour Cherry Fingers,My Big Fat British Wedding Cake,Nadiya Hussain,1,WINNER,30,Full-time mother,Leeds / Luton
6,10,Tamal,Cinnamon and Apple & Toffee and Marmalade Iced Buns,Sticky Toffee Pudding Cake,Tamal Ray,3,Runner-up,29,Trainee anaesthetist,Manchester
7,1,Andrew,Lemon and Rosemary Drizzle Cake,'Ultimate Indulgence' Mirror Glaze Cake,Andrew Smyth,12,IN,25,Aerospace engineer,"Derby / Holywood, County Down"
7,1,Benjamina,"Pistachio, Cardamom and Lemon Drizzle Cake",White Chocolate Mirror Glaze with Salted Praline Buttercream,Benjamina Ebuehi,6,IN,23,Teaching assistant,South London
7,1,Candice,Raspberry and Rhubarb Drizzle Custard Bundt Cake,"Mirror Mirror On The Wall, Who Is The Shiniest Cake Of Them All?",Candice Brown,5,IN,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,1,Jane,Lemon and Poppy Seed Drizzle Cake,Chocolate Orange Mirror Cake,Jane Beedle,7,STAR BAKER,61,Garden designer,Beckenham
7,1,Kate,Berry Best Apple and Bramble Drizzle Cake,One Swallow Does Not Make A Summer Cake,Kate Barmby,4,IN,37,Nurse,"Brooke, Norfolk"
7,1,Lee,St. Clements Orange and Lemon Drizzle Cake,Strawberry Surprise Mirror Cake,Lee Banfield,11,OUT,67,Pastor,Bolton
7,1,Louise,Orange Liqueur and Lemonade Drizzle Cake,White Chocolate Trifle Mirror Glaze Cake,Louise Williams,9,IN,46,Hairdresser,Cardiff
7,1,Michael,"Lime, Ginger and Honey Drizzle Cake",Matcha Tea Chocolate Mirror Glaze,Michael Georgiou,3,IN,20,Student,Durham
7,1,Rav,Ginger Spice Yuzu Drizzle Cake,Colombian Mocha Mirror Glaze Cake,Rav Bansal,8,IN,28,Student support,Erith
7,1,Selasi,Citrus and Spice Drizzle Cake,"Raspberry, Sloe and White Chocolate Mirror Glaze Cake",Selasi Gbormittah,1,IN,30,Client service associate,London
7,1,Tom,G&T Drizzle Cake,Black Forest Broken Mirror,Tom Gilliford,2,IN,26,Project engagement manager,Rochdale
7,1,Val,Mum's Orange and Lemon Drizzle,Chocolate Sponge with Four Fruit Frosting,Val Stones,10,IN,66,"Semi-retired, Substitute teacher",Yeovil
7,2,Andrew,Beehive Biscuits,Punting in Cambridge,Andrew Smyth,4,IN,25,Aerospace engineer,"Derby / Holywood, County Down"
7,2,Benjamina,Bouquet Biscuits,"New York, New York",Benjamina Ebuehi,3,IN,23,Teaching assistant,South London
7,2,Candice,"Salted Caramel, Chocolate Iced Shiny Hearts",Gingerbread Pub with Sticky Ginger Carpet,Candice Brown,8,STAR BAKER,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,2,Jane,Flower Pot Iced Biscuits,Hastings Old Town Fishing Net Shops and Boat,Jane Beedle,2,IN,61,Garden designer,Beckenham
7,2,Kate,"""A Biscuit for the Broads""","""I Promise I will do my best""",Kate Barmby,1,IN,37,Nurse,"Brooke, Norfolk"
7,2,Louise,Baa Bara Brith Biscuits,Gingerbread Wedding,Louise Williams,10,OUT,46,Hairdresser,Cardiff
7,2,Michael,"Malt, Chocolate and Orange Iced ""Beer"" Biscuits",Trip to See Santa in Lapland,Michael Georgiou,9,IN,20,Student,Durham
7,2,Rav,Union Jack Bunting Biscuits,Gingerbread Christmas Fairground,Rav Bansal,6,IN,28,Student support,Erith
7,2,Selasi,"""Wheelie Hot Iced Biscuits""",Stained Glass Window Gingerbread Church,Selasi Gbormittah,11,IN,30,Client service associate,London
7,2,Tom,Chai Frappelatteccino Biscuits,Tom and Pod's Near Death Experience,Tom Gilliford,7,IN,26,Project engagement manager,Rochdale
7,2,Val,Sunday Treat Iced Ice Cream Cone Biscuits,From Holland to New York via Yorkshire,Val Stones,5,IN,66,"Semi-retired, Substitute teacher",Yeovil
7,3,Andrew,Chocolate Barmbrack Bread,Braided Harvest Bread Basket,Andrew Smyth,2,IN,25,Aerospace engineer,"Derby / Holywood, County Down"
7,3,Benjamina,"Chocolate, Tahini and Almond Babka",Braided Bread Heart,Benjamina Ebuehi,6,IN,23,Teaching assistant,South London
7,3,Candice,"Chocolate, Salted Caramel & Pecan Brittle Brioche Loaf",Italian Light and Dark Rye Twist,Candice Brown,3,IN,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,3,Jane,Chocolate and Cranberry Couronne,Chorizo and Chilli Flower with Parmesan and Pesto Centre,Jane Beedle,9,IN,61,Garden designer,Beckenham
7,3,Kate,Cobbled Loaf,The Corn Maiden,Kate Barmby,8,IN,37,Nurse,"Brooke, Norfolk"
7,3,Michael,Chocolate and Chilli Swirl Plait,Cypriot Dove and Olive Branch Plaited Loaf with Houmous,Michael Georgiou,7,OUT,20,Student,Durham
7,3,Rav,"Chocolate, Cardamom and Hazelnut Loaf",Three Tier Diwali Bread Centrepiece,Rav Bansal,10,IN,28,Student support,Erith
7,3,Selasi,"Chocolate, Orange and Cinnamon Bread",Bedouin Escape Tear and Share Bread,Selasi Gbormittah,5,IN,30,Client service associate,London
7,3,Tom,Chocolate Orange and Chilli Swirl Bread,Jörmungandr and Mjölnir,Tom Gilliford,4,STAR BAKER,26,Project engagement manager,Rochdale
7,3,Val,Double Chocolate Cinnamon Twist Loaf,"""And They All Went Into The Ark To Get Out Of The Rain""",Val Stones,1,IN,66,"Semi-retired, Substitute teacher",Yeovil
7,4,Andrew,Yorkshire 'Tapas' Puddings,Churros Window Box,Andrew Smyth,4,IN,25,Aerospace engineer,"Derby / Holywood, County Down"
7,4,Benjamina,"Red Onion Chutney, Brie and Bacon Yorkshire Puddings",Tropical Churros,Benjamina Ebuehi,1,STAR BAKER,23,Teaching assistant,South London
7,4,Candice,Yorkshire Wellingtons,Two-Way Peanut Butter Churros,Candice Brown,2,IN,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,4,Jane,Meat and Two Veg Yorkshires,Pistachio and White Chocolate Churros,Jane Beedle,3,IN,61,Garden designer,Beckenham
7,4,Kate,Christmas Dinner Compromise,Hot Cross Bunny Churros,Kate Barmby,7,OUT,37,Nurse,"Brooke, Norfolk"
7,4,Rav,Thai Tofu Panang Yorkshires,Three Dip Matcha Pistachio Churros,Rav Bansal,9,IN,28,Student support,Erith
7,4,Selasi,Perfect Sunday Roast Accompaniment,Lemon and Anise Churros,Selasi Gbormittah,8,IN,30,Client service associate,London
7,4,Tom,West Yorkshire Fusion Puddings,Fennel Churros Snake In The Grass,Tom Gilliford,5,IN,26,Project engagement manager,Rochdale
7,4,Val,Mum's Chilli Yorkshire Puddings,Orange Chocolate Churros,Val Stones,6,IN,66,"Semi-retired, Substitute teacher",Yeovil
7,5,Andrew,Mum and Dad's Breakfast Pastries,Spicy Chorizo Squash Parcels and Baklava Bites,Andrew Smyth,6,IN,25,Aerospace engineer,"Derby / Holywood, County Down"
7,5,Benjamina,'Good Morning America' Swirls and Peanut Butter and Banana Pinwheels,Plantain and Spinach Samosas and Chai Pear Cups,Benjamina Ebuehi,5,IN,23,Teaching assistant,South London
7,5,Candice,"Danish Pastry Croque Monsieur Kites and Cinnamon Apple, Vanilla Crème Rose Danish","Sausage, Black Pudding and Apple Rounds and Banoffee Whiskey Cups",Candice Brown,2,STAR BAKER,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,5,Jane,"Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish","Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones",Jane Beedle,1,IN,61,Garden designer,Beckenham
7,5,Rav,"Cinnamon Swirls and Pecan, Walnut and Maple Plaits",Chinese Style Prawn Filo Tartlets and Spiced White Chocolate and Hazelnut Samosas,Rav Bansal,8,IN,28,Student support,Erith
7,5,Selasi,"Rhubarb, Mango and Ginger Plait, and Pineapple and Coconut Pinwheels","Parma Ham, Asparagus and Cheese Filo Cigars and Coffee Cream Filo Cups",Selasi Gbormittah,3,IN,30,Client service associate,London
7,5,Tom,Mega Breakfast Bonanzas; Granola Spirals and Wheat Foldovers,Yin and Yang Amuse-bouche,Tom Gilliford,4,IN,26,Project engagement manager,Rochdale
7,5,Val,"Pecan and Maple Syrup Pinwheels and Apple, Sultana and Cinnamon Swirls","Caramelised Red Onion, Goats Cheese Tartlets and Mincemeat and Apple Spiced Parcels",Val Stones,7,OUT,66,"Semi-retired, Substitute teacher",Yeovil
7,6,Andrew,Tangy Lime and Ginger Meringue Pie,Spring Elderflower Trio,Andrew Smyth,6,IN,25,Aerospace engineer,"Derby / Holywood, County Down"
7,6,Benjamina,Grapefruit and Ginger Meringue Pie,Floral Tea Cake,Benjamina Ebuehi,2,IN,23,Teaching assistant,South London
7,6,Candice,"Lime, Coconut and Lemongrass Sugar Meringue Pie",Four Seasons Cake,Candice Brown,5,IN,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,6,Jane,Lime and Coconut Meringue Pie,Three Tier Orange Cake with a Floral Chocolate Collar,Jane Beedle,4,IN,61,Garden designer,Beckenham
7,6,Rav,Mandarin Margarita Meringue Pie,Blossom Cake,Rav Bansal,3,OUT,28,Student support,Erith
7,6,Selasi,"Grapefruit, Orange and Mint Meringue Pie",Three Tiered Ombré Floral Cake,Selasi Gbormittah,7,IN,30,Client service associate,London
7,6,Tom,Blood Orange Halloween Pumpkin Pie,Floral Tea Cake,Tom Gilliford,1,STAR BAKER,26,Project engagement manager,Rochdale
7,7,Andrew,Tropical Holiday Roulade,Childhood Ice Cream Mousse Cakes,Andrew Smyth,1,STAR BAKER,25,Aerospace engineer,"Derby / Holywood, County Down"
7,7,Benjamina,Piña Colada Roulade,Apple Crumble Mousse Cake and Chocolate Coffee Mousse Cake,Benjamina Ebuehi,3,IN,23,Teaching assistant,South London
7,7,Candice,Crowd Pleaser Roulade,Blackberry and Raspberry Bubbles and After Dinner Mousse,Candice Brown,2,IN,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,7,Jane,Chocolate and Hazelnut Roulade,"Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses",Jane Beedle,4,IN,61,Garden designer,Beckenham
7,7,Selasi,Summer Picnic Roulade,"Lemon, Strawberry and Passionfruit and Chocolate and Mint Mini Mousse Cakes",Selasi Gbormittah,6,IN,30,Client service associate,London
7,7,Tom,Millionaire's Roulade,Hipster Picnic,Tom Gilliford,5,OUT,26,Project engagement manager,Rochdale
7,8,Andrew,Da Vinci Inspired Geared Pies,Jousting Knights Marchpane,Andrew Smyth,2,IN,25,Aerospace engineer,"Derby / Holywood, County Down"
7,8,Benjamina,Mexican Adventure,Tudor Garden,Benjamina Ebuehi,4,OUT,23,Teaching assistant,South London
7,8,Candice,Cheesy Cheeky Fish Pies,Peacock,Candice Brown,1,STAR BAKER,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,8,Jane,Tudor Rose Pies,Swans,Jane Beedle,5,IN,61,Garden designer,Beckenham
7,8,Selasi,Bouquet of Flowers,Fruity Tudor Marchpane,Selasi Gbormittah,3,IN,30,Client service associate,London
7,9,Andrew,Cheesy Elephant Ears and Herby Treble Clefs,Philharmonic Fondants,Andrew Smyth,2,STAR BAKER,25,Aerospace engineer,"Derby / Holywood, County Down"
7,9,Candice,"Red Onion, Cambozola and Walnut Palmiers and Mushroom, Streaky Bacon, and Parmesan Palmiers",Chocolate Praline Fondant Fancies and Cherry Bakewell Fondant Fancies,Candice Brown,3,IN,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,9,Jane,"Pesto and Sundried Tomato Palmiers and Goats Cheese, Olive and Parma Ham Palmiers",Pistachio and Raspberry Fondant Fancies and Lemon Curd Surprise Fondant Fancies,Jane Beedle,1,IN,61,Garden designer,Beckenham
7,9,Selasi,"Sundried Tomato, Onion, Peppers and Parmesan Palmiers and Salmon, Spinach and Mushroom Palmiers",Lime and Ginger Fondant Fancies and Pink Velvet and Raspberry Prosecco Fondant Fancies,Selasi Gbormittah,4,OUT,30,Client service associate,London
7,10,Andrew,Crunchy Caramel Cassis Crown,Family and Friends' Favourites Picnic,Andrew Smyth,1,Runner-up,25,Aerospace engineer,"Derby / Holywood, County Down"
7,10,Candice,Queen Victoria's Mango and Strawberry Crown,Picnic for Pearly Kings and Queens,Candice Brown,2,WINNER,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,10,Jane,"Red, White and Blue Meringue Crown",Family Favourites Feast,Jane Beedle,3,Runner-up,61,Garden designer,Beckenham
8,1,Chris,Tropical Fresh Fruit Cake,'Raised Pork Pie and Egg Surprise' Cake,Chris Geiger,12,IN,50,Software developer,Bristol
8,1,Flo,Citrus Layer Cake,'One in a Melon' Cake,Flo Atkins,9,IN,71,Retired,Merseyside
8,1,James,"Orange, Rhubarb & Ginger Crumble Cake",'Mock-accino and Croissant' Cake,James Hillery,2,IN,46,Banker,"Brentwood, Essex"
8,1,Julia,Courgette and Lemon Cake,'Russian Doll' Cake,Julia Chernogorova,3,IN,21,Aviation Broker,"Crawley, West Sussex"
8,1,Kate,Moroccan Strawberry and Rose Cake,'Chocolate Terrarium' Cake,Kate Lyon,1,IN,29,Health and safety inspector,Merseyside
8,1,Liam,Apple and Almond Crumble Maple Loaf,'Stackin' Sunday' Cake,Liam Charles,8,IN,19,Student,North London
8,1,Peter,Coconut Cake,'Bread on a Breadboard' Cake,Peter Abatan,10,OUT,52,IT programme manager,"Southend, Essex"
8,1,Sophie,Pineapple and Coconut Sandwich Cake,'Champagne Bottle and Bucket' Cake,Sophie Faldo,5,IN,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,1,Stacey,Granny Smith Apple and Walnut Cake,'Black Evening Clutch Bag' Cake,Stacey Hart,11,IN,42,Former school teacher,"Radlett, Hertfordshire"
8,1,Steven,Bonfire Night Cake,'A Baker's Lunch' Cake,Steven Carter-Bailey,6,STAR BAKER,34,Marketer,"Watford, Hertfordshire"
8,1,Tom,Gilded Pear and Cardamom Cake,'Stack of Books' Cake,Tom Hetherington,7,IN,29,Architect,Edinburgh
8,1,Yan,Windfall Apple Crumble Cake,'Banana-ramen' Cake,Yan Tsou,4,IN,46,Laboratory research scientist,North London
8,2,Chris,Chocolate Chia Seed Biscuits with Whisky Caramel Filling,'The Great British Sail Off' Game,Chris Geiger,11,OUT,50,Software developer,Bristol
8,2,Flo,Gin Jam Butties,'Pick My Bones' Game,Flo Atkins,10,IN,71,Retired,Merseyside
8,2,James,Rhubarb and Custard Whirls,'Coppit' Game,James Hillery,3,IN,46,Banker,"Brentwood, Essex"
8,2,Julia,Middle Eastern Delight Sandwich Biscuits,'A British Baking' Game,Julia Chernogorova,4,IN,21,Aviation Broker,"Crawley, West Sussex"
8,2,Kate,Coconut Seashells for a Titanic Afternoon Tea,'Jungle' Game,Kate Lyon,8,IN,29,Health and safety inspector,Merseyside
8,2,Liam,Coffee Malted Pecan Shorties,'Classroom Classics' Game,Liam Charles,7,IN,19,Student,North London
8,2,Sophie,Lemon Limoncino Sandwich Biscuits,'Snakes and Ladders' Game,Sophie Faldo,2,IN,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,2,Stacey,Sparkly Chocolate and Marshmallow Fluff Cookies,'Get to School' Game,Stacey Hart,9,IN,42,Former school teacher,"Radlett, Hertfordshire"
8,2,Steven,Amarpressi Biscuits,'Check Bake' Game,Steven Carter-Bailey,6,STAR BAKER,34,Marketer,"Watford, Hertfordshire"
8,2,Tom,Coffee and Amaretto Kisses,'Drain Pipes and Ladders' Game,Tom Hetherington,5,IN,29,Architect,Edinburgh
8,2,Yan,'Mrs. Marian's PB 'n' B' Biscuits,'Adventures in Bakeland' Game,Yan Tsou,1,IN,46,Laboratory research scientist,North London
8,3,Flo,Cinnamon and Orange Teacakes,'Davy Jones' Locker' Bread Sculpture,Flo Atkins,7,OUT,71,Retired,Merseyside
8,3,James,Nordic Teacakes,'Owl in the Woods' Bread Sculpture,James Hillery,9,IN,46,Banker,"Brentwood, Essex"
8,3,Julia,Earl Grey Dried Fruit Teacakes,'The Snail Under a Mushroom' Bread Sculpture,Julia Chernogorova,2,STAR BAKER,21,Aviation Broker,"Crawley, West Sussex"
8,3,Kate,Blueberry Buns,'Kraken' Bread Sculpture,Kate Lyon,10,IN,29,Health and safety inspector,Merseyside
8,3,Liam,Jamaican Spiced Teacakes,'Kneadapolitan' Bread Sculpture,Liam Charles,5,IN,19,Student,North London
8,3,Sophie,Tagine Teacakes,'Picnic Basket' Bread Sculpture,Sophie Faldo,6,IN,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,3,Stacey,Cranberry and Cinnamon Teacakes,'Ascot Hat' Bread Sculpture,Stacey Hart,1,IN,42,Former school teacher,"Radlett, Hertfordshire"
8,3,Steven,Madras Cocktail Teacakes,'The Bag I Knead' Bread Sculpture,Steven Carter-Bailey,3,IN,34,Marketer,"Watford, Hertfordshire"
8,3,Tom,Orange and Cranberry Teacakes,'Pink & Yellow Rose Centrepiece' Bread Sculpture,Tom Hetherington,4,IN,29,Architect,Edinburgh
8,3,Yan,'Mrs P's' Masala Chai Spiced Teacakes,'Basil the Vegetarian Dragon with his Pumpkin Hoard' Bread Sculpture,Yan Tsou,8,IN,46,Laboratory research scientist,North London
8,4,James,'Windy City' Millionaire Shortbreads,Nutty Caramel Cake,James Hillery,2,IN,46,Banker,"Brentwood, Essex"
8,4,Julia,Pecan Salted Caramel Millionaire Shortbreads,Poppy Seed Caramel Cake,Julia Chernogorova,9,IN,21,Aviation Broker,"Crawley, West Sussex"
8,4,Kate,Salted Bay Caramel Millionaire Shortbreads,Sticky Toffee Apple Caramel Cake,Kate Lyon,6,STAR BAKER,29,Health and safety inspector,Merseyside
8,4,Liam,Salted Peanut Butter Millionaire Shortbreads,White Layered Ginger Caramel Cake,Liam Charles,3,IN,19,Student,North London
8,4,Sophie,Jaffa Millionaire Shortbreads,Bird's Nest Caramel Cake,Sophie Faldo,4,IN,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,4,Stacey,Rum Salted Caramel Millionaire Shortbreads,Chocolate and Coffee Caramel Cake,Stacey Hart,1,IN,42,Former school teacher,"Radlett, Hertfordshire"
8,4,Steven,Orange Macadamia Nut Millionaire Shortbreads,Caramel Crown Cake,Steven Carter-Bailey,7,IN,34,Marketer,"Watford, Hertfordshire"
8,4,Tom,Stem Ginger Caramel Shortbreads,Hummingbird Cake,Tom Hetherington,5,OUT,29,Architect,Edinburgh
8,4,Yan,'Lil' Red's Ginger and Nuts' Millionaire Shortbreads,Animals of the Rainforest Caramel Cake,Yan Tsou,8,IN,46,Laboratory research scientist,North London
8,5,James,Orange and Ginger Steamed School Pudding,'The Missed Silver Jubilee' Trifle Terrine,James Hillery,7,OUT,46,Banker,"Brentwood, Essex"
8,5,Julia,Orange & Treacle Steamed School Pudding,'Opulent Ornament' Trifle Terrine,Julia Chernogorova,3,IN,21,Aviation Broker,"Crawley, West Sussex"
8,5,Kate,'Mr Darcy's Steamy Lake Scene' Steamed School Pudding,'My Great Great Nan's' Raspberry Trifle Terrine,Kate Lyon,8,IN,29,Health and safety inspector,Merseyside
8,5,Liam,Cherries & Lemons that are 'Baked Well','Cheers Lads' Trifle Terrine,Liam Charles,2,IN,19,Student,North London
8,5,Sophie,"Ginger, Fig and Honey Steamed School Pudding","Raspberry, Yuzu & White Chocolate Bûche Trifle Terrine",Sophie Faldo,1,STAR BAKER,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,5,Stacey,Bakewell Tart Steamed School Pudding,Tropical Trifle Terrine,Stacey Hart,4,IN,42,Former school teacher,"Radlett, Hertfordshire"
8,5,Steven,Lemon & Blackcurrant Drizzle Steamed School Pudding,'From Across the Jelly Pond' Trifle Terrine,Steven Carter-Bailey,5,IN,34,Marketer,"Watford, Hertfordshire"
8,5,Yan,Mango Fruit Hat Steamed School Pudding,'Heart of a Hero' Trifle Terrine,Yan Tsou,6,IN,46,Laboratory research scientist,North London
8,6,Julia,'Pies from the Tree' Decorative Pies,'Special Occasion' Pie,Julia Chernogorova,7,OUT,21,Aviation Broker,"Crawley, West Sussex"
8,6,Kate,'Vegetarian Pie Faces' Decorative Pies,Potato Curry Pie with Mango & Chilli Glaze,Kate Lyon,5,IN,29,Health and safety inspector,Merseyside
8,6,Liam,'Standard FC' Decorative Pies,'Nan's Sunday Dinner' Pie,Liam Charles,4,STAR BAKER,19,Student,North London
8,6,Sophie,'The Four Seasons' Decorative Pies,Game Pie with Glazed Forest Fruits,Sophie Faldo,2,IN,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,6,Stacey,'Love Theme' Decorative Pies,Indian Hand Raised Pie with Mango,Stacey Hart,6,IN,42,Former school teacher,"Radlett, Hertfordshire"
8,6,Steven,'Fleetwood Mac' Decorative Pies,Christmas Pie,Steven Carter-Bailey,3,IN,34,Marketer,"Watford, Hertfordshire"
8,6,Yan,'πr2' Decorative Pies,Chequerboard Pie,Yan Tsou,1,IN,46,Laboratory research scientist,North London
8,7,Kate,'Happy Hour' Cocktail Cannoli,'Flavour Fusion' Sfogliatelle,Kate Lyon,6,IN,29,Health and safety inspector,Merseyside
8,7,Liam,'Just Doing Me' Cannoli,'Morning Delivery' Sfogliatelle,Liam Charles,2,IN,19,Student,North London
8,7,Sophie,'Classics with a Twist' Cannoli,'Classics' Sfogliatelle,Sophie Faldo,3,IN,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,7,Stacey,My All Time Favourite Desserts,Pastry Surprise,Stacey Hart,4,IN,42,Former school teacher,"Radlett, Hertfordshire"
8,7,Steven,Italian Style Cannoli,'Sicilian-style' Sfogliatelle,Steven Carter-Bailey,1,STAR BAKER,34,Marketer,"Watford, Hertfordshire"
8,7,Yan,Cannoli Cocktails,Canadian-Style Sfogliatelle,Yan Tsou,5,OUT,46,Laboratory research scientist,North London
8,8,Kate,Burrito Bedfordshire Clangers,'Liver Building Turret' Savoy Cake,Kate Lyon,2,IN,29,Health and safety inspector,Merseyside
8,8,Liam,'Take Out' Bedfordshire Clangers,'Fort Wizardore' Savoy Cake,Liam Charles,5,OUT,19,Student,North London
8,8,Sophie,Char Siu & Banana Praline Bedfordshire Clangers,Citrus with Green Apple Croquembouche Savoy Cake,Sophie Faldo,4,IN,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,8,Stacey,Camembert & Onion and Apple & Blueberry Bedfordshire Clangers,'Bright' Lemon & Orange Savoy Cake,Stacey Hart,3,STAR BAKER,42,Former school teacher,"Radlett, Hertfordshire"
8,8,Steven,'Mediterranean Medley' Bedfordshire Clangers,Chestnut Rum Savoy Cake,Steven Carter-Bailey,1,IN,34,Marketer,"Watford, Hertfordshire"
8,9,Kate,Bellini and Valencian Orange Choux Buns,'Rainbow' Meringue Centrepiece,Kate Lyon,4,IN,29,Health and safety inspector,Merseyside
8,9,Sophie,Strawberry & Rhubarb and Chestnut & Vanilla Choux Buns,'Tutu with Opera Filling' Meringue Centrepiece,Sophie Faldo,1,STAR BAKER,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,9,Stacey,'Choux-nicorn and Choux-moji' Choux Buns,'Flamingos in Love' Meringue Centrepiece,Stacey Hart,2,OUT,42,Former school teacher,"Radlett, Hertfordshire"
8,9,Steven,Key Lime Cheesecake and Bakewell Tart Choux Buns,'Some Air Over the Rainbow' Meringue Centrepiece,Steven Carter-Bailey,3,IN,34,Marketer,"Watford, Hertfordshire"
8,10,Kate,"Roman Spelt, Coconut Kala Chana and Flower Breads","White Chocolate, Yuzu and Lychee Entremet",Kate Lyon,3,Runner-up,29,Health and safety inspector,Merseyside
8,10,Sophie,"Spelt Boules, Mushroom Ciabatta and Orange Plaited Brioche",'Ode to the Honey Bee' Entremet,Sophie Faldo,2,WINNER,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,10,Steven,"Spelt & Rye, Toasted Garlic & Fontina and Sweet Chocolate Breads",'Yin Yang' Entremet,Steven Carter-Bailey,1,Runner-up,34,Marketer,"Watford, Hertfordshire"
